movie_id,primary_title,genres,runtime_minutes,averagerating
tt3817494,Coulrophobia,Horror,85.0,3.3
tt3817634,Anatomy of a Male Ballet Dancer,"Biography,Documentary",80.0,7.6
tt3817652,Ranna,"Action,Comedy,Drama",152.0,6.3
tt3817724,Global Shopping Village,"Documentary,News",80.0,8.1
tt3817838,Manlife,"Biography,Documentary,Drama",94.0,8.1
tt3817848,Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles,Documentary,98.0,7.0
tt3817910,Hell's Heart,"Drama,Romance",95.0,7.3
tt3817950,Hemalkasa,"Biography,Drama,History",119.0,8.7
tt3817962,All About Them,"Comedy,Romance",86.0,6.2
tt3818022,The Deviants,Comedy,100.0,3.7
tt3818286,Alex & Eve,"Comedy,Romance",131.0,5.8
tt3818452,I Call First,Drama,70.0,8.6
tt3818460,Dear Coward on the Moon,"Drama,Fantasy,Mystery",80.0,7.2
tt3818552,El Vientre,Thriller,82.0,5.9
tt3818654,Hayate the Combat Butler Movie: Heaven Is a Place on Earth,"Animation,Comedy,Romance",70.0,7.0
tt3818692,Gekijouban Mahou sensei Negima! Anime Final,Animation,,4.2
tt3818826,Being Good,"Comedy,Drama,Family",120.0,7.2
tt3818872,Permanência,Drama,90.0,6.8
tt3819170,The Trial,"Crime,Drama,Family",128.0,6.9
tt3819182,La luz con el tiempo dentro,Biography,,4.3
tt3819192,No Retreat,"Comedy,Drama",78.0,7.6
tt3819236,Once a Princess,"Drama,Romance",115.0,4.5
tt3819584,De onderkoning: strijd om de grondwet,Drama,51.0,7.6
tt3819610,Bailiwick,"Fantasy,Mystery",97.0,3.8
tt3819668,Dragon Ball Z: Resurrection 'F',"Action,Adventure,Animation",93.0,7.3
tt3820042,Figli di Maam,"Drama,Fantasy",96.0,6.8
tt3820086,Romantic Nostalgia,Drama,88.0,4.7
tt3820346,Wonderbroeders,"Comedy,Drama",90.0,5.8
tt3820450,All American Bikini Car Wash,Comedy,95.0,3.4
tt3820728,Green Umbrella,Drama,100.0,9.1
tt3820900,The Dance of Alchemist,Comedy,105.0,6.7
tt3820922,Aimless,Drama,86.0,8.2
tt3820924,Kid Detectives and the Secret of the White Lady,"Adventure,Drama,Family",85.0,6.5
tt3821172,The Town Inside,"Action,Drama,Thriller",75.0,3.1
tt3821368,Jai Lalitha,"Comedy,Drama,Romance",,6.9
tt3821390,Journey to Yarsa,Documentary,56.0,5.6
tt3822076,Hanging in There,"Comedy,Drama",87.0,9.0
tt3822170,Matar el tiempo,Thriller,117.0,6.4
tt3822210,The Z-Nail Gang,"Action,Comedy,Drama",86.0,8.2
tt3822224,Don't Quit: The Joe Roth Story,Documentary,85.0,8.3
tt3822388,Madras,"Action,Drama",156.0,8.0
tt3822396,Unemployed Graduate,"Action,Drama",133.0,7.8
tt3822410,Sandamarutham,"Action,Thriller",149.0,4.3
tt3822454,Rodney Fickle Online Athlete,Comedy,104.0,7.5
tt3822600,Amit Sahni Ki List,"Comedy,Romance",110.0,5.5
tt3822606,Ra Ra Krishnayya,Romance,138.0,5.5
tt3822630,High Low Forty,Drama,81.0,4.0
tt3822666,Partner in Crime,"Drama,Thriller",84.0,8.4
tt3822858,Mâsuk'un Nefesi,"Documentary,Drama",87.0,6.0
tt3822882,Joselito,Drama,64.0,5.0
tt3822896,Treblinka,"Drama,History",61.0,5.9
tt3823018,Sparrows,Drama,99.0,6.9
tt3823020,Été '85,,94.0,6.3
tt3823042,Rheingold - Gesichter eines Flusses,Documentary,91.0,7.2
tt3823098,Edie,Drama,102.0,6.5
tt3823116,A Stork's Journey,"Adventure,Animation,Comedy",85.0,5.9
tt3823282,"Guerre du Vietnam, au coeur des négotiations secrètes",Documentary,53.0,7.5
tt3823392,Love Sonia,Drama,122.0,7.4
tt3823672,A.R.C.H.I.E.,"Family,Sci-Fi",88.0,5.1
tt3823774,The Tree Inside,"Comedy,Drama",90.0,7.9
tt3823790,The Verdigris: In Search of Will Rogers,"Documentary,Musical",62.0,8.2
tt3823810,Empyrean,"Drama,Sci-Fi",76.0,6.1
tt3823912,Team Hot Wheels: The Origin of Awesome!,"Adventure,Animation,Family",80.0,5.4
tt3824030,Valley,Drama,86.0,7.1
tt3824034,The Pracht Inn,Drama,92.0,5.7
tt3824038,Encirclements,Drama,96.0,6.2
tt3824388,Juego de héroes,Family,81.0,5.6
tt3824412,Results,"Comedy,Romance",105.0,5.4
tt3824432,Salim,"Action,Thriller",149.0,6.8
tt3824442,Sarabham,Mystery,133.0,7.1
tt3824458,Tangerine,"Comedy,Crime,Drama",88.0,7.1
tt3824482,Vetri Selvan,Drama,138.0,4.1
tt3824592,Love Marriage in Kabul,"Documentary,Family,Romance",85.0,7.1
tt3824648,Big Time Adolescence,Comedy,90.0,7.0
tt3824722,Remember the Sultana,Documentary,96.0,9.0
tt3824754,Labyrinths,Drama,,4.2
tt3824950,Bai du ren,"Comedy,Drama,Romance",128.0,5.0
tt3825272,Clank: Agent Recruit,"Action,Thriller",101.0,8.0
tt3825278,Warriors,Documentary,87.0,6.9
tt3825338,Love Stalk,"Comedy,Romance,Thriller",70.0,8.4
tt3825360,0.5 Mm,Drama,198.0,7.5
tt3825436,Achena Prem,"Drama,Musical,Romance",142.0,6.9
tt3825444,Beauty in a Bottle,"Comedy,Romance",101.0,6.4
tt3825450,The Cake Maker,"Crime,Thriller",74.0,4.8
tt3825638,Labyrinth of Lies,"Drama,History",124.0,7.3
tt3825662,Somebody to Love,"Drama,Romance",104.0,5.0
tt3825674,Spirit Berlin,"Adventure,Documentary,Romance",86.0,4.8
tt3825698,Mom and Other Loonies in the Family,Drama,110.0,7.5
tt3825738,Do You See Me?,Comedy,98.0,6.5
tt3825750,Confusi e felici,Comedy,105.0,5.8
tt3825900,Andílek na nervy,"Comedy,Family",,4.3
tt3826150,Brandon Semenuk's Rad Company,"Adventure,Documentary,Music",62.0,6.7
tt3826186,Jaanisaar,"Drama,Romance",124.0,5.7
tt3826242,Bending the Light,"Biography,Documentary,Family",60.0,6.7
tt3826264,Dans les pas de Marie Curie,"Biography,Documentary",80.0,7.8
tt3826452,Second Chance,"Action,Crime,Drama",87.0,8.3
tt3826628,My Friend from the Park,Drama,86.0,6.2
tt3826790,Down the River,Drama,90.0,8.7
tt3826814,The Tree,Drama,90.0,6.7
tt3826822,Kebab i Horoskop,"Comedy,Drama",75.0,5.8
tt3826834,Corrections Class,Drama,98.0,6.9
tt3826854,Inside Room 234,Drama,81.0,8.8
tt3826866,The Girl in the Photographs,"Crime,Horror,Thriller",95.0,4.5
tt3826940,Case#13,Horror,86.0,7.0
tt3827456,Golden Chariot in the Sky,Drama,84.0,6.3
tt3827462,Artifice: Loose Fellowship and Partners,Drama,109.0,2.6
tt3827464,Nina y Laura,Drama,70.0,6.2
tt3827494,The Monk,Drama,93.0,7.2
tt3827684,The Hollow,"Crime,Drama,Mystery",128.0,4.7
tt3827726,Romeo & Juliet,"Drama,Romance",101.0,4.8
tt3828058,Family Film,Drama,95.0,6.5
tt3828090,Permanent,"Action,Crime,Drama",111.0,6.0
tt3828092,Keelung,"Drama,Romance",95.0,7.2
tt3828096,Burning Flags,"Comedy,Documentary",85.0,8.2
tt3828104,Mondo Homo: A Study of French Gay Porn in the '70s,Documentary,97.0,9.0
tt3828116,Ming of Harlem: Twenty One Storeys in the Air,Documentary,71.0,5.1
tt3828166,Freedom from Choice,Documentary,78.0,7.7
tt3828220,The Amazing Praybeyt Benjamin,"Action,Comedy,Fantasy",105.0,4.4
tt3828378,A Childhood,Drama,99.0,6.8
tt3828446,100: Head/Heart/Feet,"Documentary,Sport",102.0,8.7
tt3828454,Los Fabulosos Ma' Mejores,"Comedy,Sport",,7.2
tt3828466,40-Love,"Comedy,Drama,Sport",95.0,6.0
tt3828488,Salam Neighbor,"Adventure,Documentary,Drama",75.0,7.5
tt3828500,Selective Listening,"Comedy,Drama",81.0,7.8
tt3828614,Drift,Drama,93.0,6.9
tt3828690,A Golden State of Mind: The Storytelling Genius of Huell Howser,"Documentary,History",55.0,9.1
tt3828724,Pagdi: The Honour,"Drama,Family",98.0,5.6
tt3828796,2 Nights Till Morning,"Drama,Romance",84.0,6.1
tt3828848,Women Like Us,Documentary,92.0,8.6
tt3828858,Lost & Found,"Adventure,Family,Mystery",90.0,5.4
tt3828916,September 11: The New Pearl Harbor,Documentary,300.0,9.0
tt3828994,Welcome Goodbye!,Documentary,83.0,7.2
tt3829266,The Predator,"Action,Adventure,Sci-Fi",107.0,5.4
tt3829268,Kerion,"Drama,Sci-Fi",75.0,4.5
tt3829276,El tamaño sí importa,Comedy,96.0,4.1
tt3829278,The Wrath,"Crime,Mystery,Thriller",95.0,8.0
tt3829378,Stephanie,"Horror,Mystery",86.0,5.8
tt3829874,Black Road,"Sci-Fi,Thriller",80.0,3.8
tt3829884,"Baby, Baby, Baby","Comedy,Drama,Romance",92.0,5.9
tt3829920,Only the Brave,"Action,Biography,Drama",134.0,7.7
tt3830032,Call Me Bad Girl,Romance,,5.4
tt3830162,A War,"Crime,Drama,War",115.0,7.1
tt3830194,Ghost Rituals,"Horror,Thriller",82.0,5.3
tt3830222,Savage High,"Horror,Mystery",90.0,6.8
tt3830270,The Aviatrix,"Adventure,Documentary,History",80.0,6.9
tt3830290,Walachai,Documentary,,8.3
tt3830302,Road,"Action,Crime,Drama",91.0,2.6
tt3830312,Atomic Falafel,"Comedy,Drama",100.0,5.8
tt3830336,Terra Magica,Documentary,52.0,8.7
tt3830420,Is That You?,"Drama,Romance",81.0,6.5
tt3830574,Badlands of Kain,"Horror,Mystery,Thriller",108.0,5.6
tt3830598,Wacken 3D,"Documentary,Music",95.0,6.7
tt3830664,Hermitage Revealed,"Documentary,History",83.0,7.4
tt3830740,The Beginning of Time,"Drama,Family",110.0,6.7
tt3830812,Temporary Family,"Comedy,Drama",100.0,5.6
tt3830998,Lupin the Third: The Gravestone of Daisuke Jigen,"Action,Animation,Crime",51.0,7.3
tt3831000,Returning Home,"Drama,Family",75.0,5.6
tt3831032,Girl in Flight,"Adventure,Drama,Family",,7.1
tt3831122,Defenders of Life,Drama,94.0,7.6
tt3831242,Gore Orphanage,Thriller,90.0,5.1
tt3831344,Amelia 2.0,"Drama,Romance,Sci-Fi",89.0,6.3
tt3831366,To Life!,Drama,90.0,6.9
tt3831378,Making It in America,"Biography,Documentary,Drama",9.0,7.8
tt3831400,Roy Orbison: Mystery Girl -Unraveled,Documentary,65.0,6.9
tt3831422,Pregnant,"Drama,Horror,Thriller",90.0,4.6
tt3831636,Slasher.com,"Horror,Thriller",89.0,3.4
tt3831696,My America,"Drama,Musical",78.0,4.8
tt3832022,Than Than Gopal,Drama,120.0,8.2
tt3832076,Monologues of an Indian Sex Maniac,"Crime,Drama,Romance",100.0,7.2
tt3832096,Cabin Fever,Horror,99.0,3.7
tt3832126,Crazy Famous,"Action,Comedy",78.0,5.1
tt3832132,Deux jours avec mon père,"Drama,Family",80.0,7.6
tt3832158,Der kleine Medicus - Geheimnisvolle Mission im Körper,"Animation,Family",78.0,7.4
tt3832160,A Date with Miss Fortune,"Comedy,Romance",97.0,5.3
tt3832326,Borley Rectory,Animation,75.0,6.0
tt3832422,Bridge,Drama,125.0,5.5
tt3832796,The Supreme Price,"Documentary,History,War",75.0,8.1
tt3832914,War Room,Drama,120.0,6.5
tt3833120,Vlog,Drama,70.0,9.1
tt3833134,The Reaper,Drama,98.0,6.8
tt3833380,Candie's Harem,"Horror,Mystery",105.0,7.7
tt3833460,Bride Wars,Comedy,90.0,4.4
tt3833474,Never Let Go,"Action,Drama,Thriller",93.0,5.4
tt3833488,Bury,"Fantasy,Mystery,Thriller",79.0,3.5
tt3833520,Jack of the Red Hearts,"Drama,Family",102.0,7.2
tt3833546,Footlights,"Comedy,Musical",80.0,8.1
tt3833568,The Nasty Terrible T-Kid 170: Julius Cavero,"Biography,Documentary",94.0,6.3
tt3833682,Tinker',"Drama,Family,Sci-Fi",97.0,5.3
tt3833714,Magical Girl Lyrical Nanoha the Movie 2nd A's,"Action,Animation,Drama",150.0,7.4
tt3833720,"Mad Marc Rude: Blood, Ink & Needles","Biography,Documentary,Music",104.0,7.8
tt3833744,Becoming Me,"Documentary,Drama",75.0,6.5
tt3833746,The Visit: An Alien Encounter,Documentary,83.0,6.0
tt3833748,Off Key,"Comedy,Music,Romance",97.0,5.0
tt3833822,Daft Punk Unchained,"Documentary,Music",85.0,7.3
tt3833858,Tiramisu for Two,"Adventure,Comedy,Mystery",103.0,8.6
tt3833892,What?,Crime,46.0,7.4
tt3834096,The Fairytale Castles of King Ludwig II,Documentary,58.0,7.9
tt3834272,The Orange Man,"Comedy,Horror",95.0,2.9
tt3834874,Pretty Fine Things,Horror,100.0,4.3
tt3834896,Mari Lari,Sport,100.0,7.7
tt3834906,Bigfoot: The Curse of Blood Mountain,Horror,75.0,5.5
tt3835080,31,"Horror,Thriller",102.0,5.1
tt3835096,The Film that Changed the World,Documentary,110.0,7.8
tt3835106,"Moskvich, My Love","Comedy,Drama",86.0,7.6
tt3835130,En Nou Wij FF,News,,8.3
tt3835234,Ben Zaken,Drama,85.0,5.7
tt3835250,How We Met,"Action,Comedy,Romance",92.0,6.5
tt3835314,Savior,"Crime,Drama",127.0,6.8
tt3835608,Oohalu Gusagusalade,"Comedy,Romance",128.0,7.8
tt3835612,Holy Hell,"Action,Comedy,Horror",89.0,6.0
tt3835674,94 Feet,Drama,113.0,3.6
tt3835730,Husband to Rent,Comedy,,5.6
tt3835880,Wo de ying zi zai ben pao,Drama,97.0,6.7
tt3835904,Non c'è 2 senza te,"Comedy,Romance",95.0,5.1
tt3835952,"Karol, który zostal swietym","Animation,Biography,Family",75.0,2.8
tt3835964,Global partage,Documentary,90.0,7.0
tt3836200,The Lurker,"Action,Documentary,Drama",55.0,8.5
tt3836294,Tout est faux,Drama,81.0,7.5
tt3836308,Gece,Drama,105.0,5.6
tt3836472,Jiron,"Biography,Documentary,Horror",85.0,6.7
tt3836480,RWD,"Horror,Sci-Fi,Thriller",77.0,4.4
tt3836494,Mutantis,"Comedy,Horror",73.0,6.3
tt3836502,In Residence,"Horror,Thriller",61.0,4.0
tt3836512,Ratter,"Drama,Horror,Thriller",80.0,5.7
tt3836530,Counter Clockwise,"Comedy,Sci-Fi,Thriller",101.0,4.3
tt3836666,5 Seasons,Thriller,68.0,2.4
tt3836888,Timeless,"Comedy,Drama,History",108.0,5.0
tt3836958,Shamitabh,Drama,155.0,6.8
tt3837024,Aliens,"Comedy,Mystery,Sci-Fi",88.0,2.7
tt3837066,Mad Sad Bad,Thriller,117.0,5.8
tt3837114,Athithi,Thriller,135.0,6.5
tt3837154,Thread of Lies,Drama,117.0,6.6
tt3837160,Galipatam,Drama,135.0,6.2
tt3837162,Invoked,"Horror,Mystery,Thriller",85.0,3.4
tt3837166,Just the Way You Are,"Drama,Romance",121.0,6.6
tt3837180,Njan,Drama,160.0,6.0
tt3837184,Past Tense,"Comedy,Romance",121.0,6.7
tt3837196,Man on High Heels,"Action,Comedy",125.0,6.6
tt3837198,Feng Shui 2,"Horror,Mystery,Thriller",100.0,4.8
tt3837248,Love Live! The School Idol Movie,"Animation,Comedy,Music",99.0,6.9
tt3837354,Walk the Dog,Drama,72.0,6.9
tt3837360,Zagreb Cappuccino,"Comedy,Drama",74.0,6.6
tt3837362,Road to the Sky,"Drama,History,War",102.0,7.2
tt3837508,Diu Dang,Drama,100.0,6.5
tt3837514,Seguir viviendo,"Drama,Thriller",80.0,5.8
tt3837536,La mañana no comienza aquí,"Adventure,Drama,Family",104.0,7.4
tt3837820,My Brilliant Life,Drama,117.0,6.9
tt3837842,Birds Like Us,"Adventure,Animation,Fantasy",84.0,6.2
tt3837950,Villa Touma,"Drama,Romance",85.0,6.3
tt3837976,Addicted to Sheep,"Documentary,Family",86.0,7.6
tt3838028,Yeni Dünya,Drama,96.0,6.8
tt3838034,Alone,"Fantasy,Horror,Sci-Fi",98.0,5.2
tt3838066,Children of Heaven,Drama,105.0,6.1
tt3838132,Tío Yim,Documentary,82.0,8.0
tt3838154,Invention,,87.0,6.7
tt3838498,La macchinazione,"Biography,Crime,Drama",100.0,6.6
tt3838506,"Body, le corps du frère","Documentary,Sport",87.0,5.8
tt3838622,Hydro,"Adventure,Animation,Documentary",69.0,7.7
tt3838634,This Is Happening,"Comedy,Drama",84.0,6.6
tt3838728,Bang Gang (A Modern Love Story),"Drama,Romance",98.0,5.5
tt3838760,The Specials: 30th Anniversary Tour,Music,103.0,8.0
tt3838802,Blood Stripe,"Drama,Thriller,War",92.0,5.9
tt3838804,"Archipels, granites dénudés",Documentary,26.0,7.9
tt3838810,Jessie J: Alive at the O2,Music,85.0,8.0
tt3838918,Virtual Trek Wildlife Park,Family,97.0,8.8
tt3838922,ManKIND,"Biography,Comedy,Documentary",66.0,8.3
tt3838966,A Tale of Two Isles,Documentary,79.0,9.3
tt3838992,Yoga Hosers,"Action,Comedy,Fantasy",88.0,4.3
tt3839142,Tuk-tuk,Documentary,75.0,8.5
tt3839252,The Promotion,Drama,84.0,5.6
tt3839256,Batguano,"Mystery,Romance,Sci-Fi",74.0,6.0
tt3839294,The Next Black,"Documentary,History,News",47.0,8.0
tt3839316,Iza sna,Drama,73.0,8.4
tt3839344,Centaurus,"Drama,Mystery,Thriller",118.0,5.0
tt3839478,Test Group,"Drama,Horror",163.0,5.4
tt3839566,Chelsea,"Comedy,Drama",74.0,7.8
tt3839784,La danza del hipocampo,"Biography,Documentary",80.0,6.7
tt3839880,Infinity Chamber,"Sci-Fi,Thriller",103.0,6.2
tt3839884,Jamaica Man,Documentary,63.0,9.0
tt3839906,Track 143,"Drama,War",94.0,7.3
tt3839966,Ricki's Promise,"Documentary,Drama,Family",84.0,7.7
tt3839992,Slugterra: Return of the Elementals,"Adventure,Animation,Family",70.0,6.5
tt3840002,Uma Cidade Entre Nós,Drama,,7.8
tt3840082,Look Again,Comedy,90.0,5.8
tt3840096,Caught Between the Two,Drama,72.0,5.7
tt3840504,Tales on Blindness,"Documentary,Drama,History",108.0,6.2
tt3840534,Junooniyat,"Drama,Romance",155.0,4.4
tt3840576,If You Were Me 6,Drama,109.0,6.4
tt3840608,Lone,Mystery,52.0,8.0
tt3840610,Lessons of Basketball and War,"Documentary,Family,Sport",56.0,9.1
tt3840644,Happy Endings,"Crime,Drama",90.0,7.7
tt3840652,The Wind Blows,"Drama,Thriller",87.0,7.1
tt3840898,The Tempest,"Comedy,Drama",169.0,8.5
tt3841400,Burma,"Comedy,Crime",100.0,6.5
tt3841424,Land of Mine,"Drama,History,War",100.0,7.8
tt3841450,Portrait of the Artist,Drama,127.0,6.3
tt3841462,Confusion,Thriller,72.0,5.7
tt3841490,Documentary of AKB48: The Time Has Come,Documentary,120.0,7.8
tt3841584,Desaster,Comedy,86.0,5.4
tt3841606,We Lived Alone: The Connie Converse Documentary,"Biography,Documentary,Music",41.0,8.2
tt3841734,Bigfoot: The Evidence Files,Documentary,56.0,5.0
tt3841866,Happy 140,"Comedy,Drama",98.0,6.3
tt3842002,Mommy's Box,"Comedy,Drama,Music",90.0,8.0
tt3842468,The Anatomy of a Great Deception,"Documentary,History,Thriller",92.0,7.8
tt3842486,The Mulberry House,"Biography,Documentary",65.0,6.3
tt3842562,En la ciudad sin brújula,Drama,,7.3
tt3842614,The Intent,"Crime,Drama",104.0,4.2
tt3842682,Euroestafa,Documentary,,8.0
tt3842684,Two/One,Drama,,6.8
tt3842722,Jack London: American Original,"Adventure,Biography,Documentary",108.0,7.2
tt3842724,What Now,Comedy,100.0,4.7
tt3842962,Restoration,"Sci-Fi,Thriller",50.0,6.7
tt3842994,Marzipan Flowers,Drama,74.0,8.4
tt3843072,Mama,Drama,110.0,6.6
tt3843088,Labour of Love,Drama,84.0,8.0
tt3843110,LOVE and FAITH,Drama,100.0,7.9
tt3843180,Seun: 81457397BG,Drama,88.0,6.3
tt3843254,The Guarantee,"Drama,History,Thriller",76.0,5.0
tt3843282,Twenty Two,"Crime,Documentary,History",112.0,7.5
tt3843502,Ohne Dich,"Drama,Romance",90.0,6.2
tt3843532,Kick Out Your Boss,"Documentary,News",90.0,5.5
tt3843540,The Human Virus,"Action,Horror,Thriller",90.0,5.0
tt3843564,Robbie Williams: Take the Crown Live,Music,,9.0
tt3843748,Homestate,Drama,85.0,6.5
tt3843804,The Bag Lady,"Biography,Drama,Romance",128.0,8.2
tt3844084,Zombie Isle,"Comedy,Horror",90.0,2.5
tt3844320,America's Blues,"Documentary,History,Music",83.0,6.7
tt3844362,The Overnight,"Comedy,Mystery",79.0,6.1
tt3844638,Love Pret-a-porte,Comedy,90.0,6.3
tt3844876,The Legend of Ben Hall,"Action,Biography,Drama",139.0,5.9
tt3844956,Mania,Horror,88.0,5.0
tt3844962,Dead Body,"Horror,Mystery,Thriller",85.0,4.7
tt3845122,Høvdinger,Action,80.0,3.6
tt3845142,Die Böhms: Architektur einer Familie,"Biography,Documentary,Drama",88.0,6.7
tt3845670,Seoul Station,"Animation,Horror,Thriller",92.0,6.1
tt3845730,Reeperbahn,"Drama,Thriller",81.0,4.1
tt3845742,Greed,Drama,,5.9
tt3845746,Njan Steve Lopez,"Drama,Romance,Thriller",117.0,7.4
tt3845758,Sturm Und Drang,Drama,,7.4
tt3845822,The Little Gangster,"Comedy,Crime,Family",102.0,7.0
tt3845868,Mocna kawa wcale nie jest taka zla,"Comedy,Drama",49.0,7.5
tt3845960,Cocaine Cowboys: Reloaded,"Crime,Documentary,History",152.0,7.7
tt3846182,Kreep,"Action,Adventure,Crime",76.0,5.6
tt3846324,"One Cut, One Life","Biography,Documentary",107.0,6.0
tt3846334,I'm Gilda,"Biography,Drama,Music",118.0,7.1
tt3846402,Wa-shoku Dream: Beyond Sushi,"Biography,Documentary,Family",107.0,7.2
tt3846404,The Chop,Action,83.0,8.0
tt3846438,Silencing the Thunder,"Documentary,Drama,History",27.0,7.0
tt3846674,To All the Boys I've Loved Before,"Drama,Romance",99.0,7.3
tt3846718,Freak Out,"Comedy,Horror",84.0,5.1
tt3846736,IRON WILL: Veterans Battle with PTSD,Documentary,106.0,8.3
tt3846958,The Unforgotten Hero: In Memory of Sgt. Ryan Lane,Documentary,,9.4
tt3846972,Grasshopper,Drama,119.0,5.5
tt3847070,Mr. What,"Drama,Family",91.0,6.1
tt3847072,Ekkees Toppon Ki Salaami,Comedy,140.0,6.2
tt3847368,Life Is Life,Comedy,,5.1
tt3847390,I Am Belfast,Documentary,84.0,6.6
tt3847420,Brincante,Documentary,,7.5
tt3847450,Causa & Efeito,Drama,101.0,5.2
tt3847642,Kill Order,"Action,Sci-Fi",77.0,4.2
tt3847656,Prazdniny v Provence,Comedy,,2.7
tt3847694,Copenhague A Love Story,"Biography,Comedy,Drama",100.0,6.0
tt3847734,The Great Book Robbery,Documentary,,9.0
tt3847766,Race Across America,"Documentary,Sport",42.0,6.1
tt3847948,Huntwatch,"Adventure,Biography,Documentary",88.0,6.8
tt3847958,Happy 40th,Drama,100.0,6.3
tt3847964,Candy Apple,"Comedy,Drama",79.0,6.6
tt3848036,Promises,"Drama,Romance",112.0,6.4
tt3848072,Stuff,Drama,98.0,4.5
tt3848174,Graziella,Drama,99.0,6.0
tt3848304,Spin the Plate,Drama,111.0,8.8
tt3848388,Heart of Wilderness,"Drama,Thriller",97.0,5.2
tt3848506,Batman: Crusader,"Action,Crime,Drama",,5.9
tt3848600,Broken Contract,"Action,Comedy,Crime",95.0,4.2
tt3848664,I Used to Live Here,"Drama,News",80.0,6.7
tt3848888,The Shaukeens,Comedy,124.0,5.2
tt3848892,Baby,"Action,Thriller",159.0,8.0
tt3848938,Mr. X,"Action,Crime,Sci-Fi",133.0,3.8
tt3849370,Kidnapped in Romania,Drama,88.0,2.3
tt3849586,Moses Without Rod,Biography,80.0,4.6
tt3849612,Sleep with Me,Drama,81.0,7.8
tt3849692,Operator,"Action,Drama,Thriller",88.0,4.4
tt3849816,Pseudonym,"Drama,Horror,Thriller",74.0,4.7
tt3849884,Moments from a Sidewalk,Drama,85.0,8.5
tt3849938,Ostwind 2,"Adventure,Drama,Family",103.0,6.5
tt3850028,My First Kiss and the People Involved,"Drama,Mystery",81.0,8.4
tt3850164,Return to Nihasa,"Drama,Thriller",90.0,5.4
tt3850214,Dope,"Comedy,Crime,Drama",103.0,7.2
tt3850358,Alludu Seenu,"Action,Comedy",151.0,4.3
tt3850496,Chronic,Drama,93.0,6.6
tt3850544,Hillsong: Let Hope Rise,"Documentary,Family,Music",103.0,6.4
tt3850590,Krampus,"Comedy,Fantasy,Horror",98.0,6.2
tt3850798,Lai Bhaari,Action,157.0,6.3
tt3850996,The Dicks from Texas,"Documentary,Music",70.0,6.5
tt3851142,The Missing Girl,"Comedy,Drama,Mystery",89.0,6.7
tt3851324,Homies,Comedy,100.0,5.8
tt3851392,Wenn der Vorhang fällt,Documentary,,6.7
tt3851412,Beneath the Skin,"Drama,Romance",87.0,4.2
tt3851746,Max & Lenny,Drama,86.0,6.5
tt3851964,2 Face: It's in the Blood,Horror,,7.1
tt3851982,Taka no tsume Go: Utsukushiki erîeru shoushuu purasu,Animation,,5.4
tt3852012,Neve,Drama,90.0,6.6
tt3852028,Maggie Black,Drama,84.0,4.4
tt3852066,Manny Lewis,Comedy,89.0,6.0
tt3852348,Karla,Comedy,95.0,7.3
tt3852404,Toriko the Movie: Secret Recipe of Gourmet God!,Animation,81.0,7.1
tt3852414,The Secret Flute: Garo Side-Story,Action,,6.1
tt3852436,Imprisoned,Drama,97.0,6.3
tt3852484,Of Sinners and Saints,"Drama,Thriller",103.0,6.7
tt3852486,Kiasu,"Comedy,Drama,Family",93.0,6.5
tt3852558,Loup-garou,Drama,70.0,7.4
tt3853332,Kiyamachi Daruma,Drama,116.0,5.8
tt3853448,Roga Howar Sohoj Upay,"Comedy,Drama",122.0,5.4
tt3853452,Assassination Classroom,"Action,Adventure,Comedy",110.0,6.4
tt3853518,Parcours d'amour,"Documentary,Drama,Romance",81.0,6.6
tt3853696,Rum Runners,Drama,106.0,5.3
tt3853736,Camera,Drama,95.0,6.5
tt3853806,The Slider,Drama,78.0,7.8
tt3853824,Gifts from Strangers,"Horror,Thriller",45.0,5.0
tt3853830,The Tiger Hunter,"Comedy,Drama",94.0,5.7
tt3853946,Tokyo Grand Guignol,"Action,Fantasy,Horror",115.0,5.6
tt3853978,Mumtaz,"Drama,Romance",,8.1
tt3854044,Aakramana,"Horror,Thriller",,6.2
tt3854104,Felt,"Drama,Horror,Romance",80.0,4.7
tt3854186,My Many Sons,Drama,97.0,1.9
tt3854192,Reveries of a Solitary Stroller,"Animation,Fantasy",87.0,5.9
tt3854234,"The Boss, Anatomy of a Crime","Crime,Drama",90.0,7.4
tt3854246,Bazaar E Husn,Drama,125.0,5.0
tt3854262,People Hold On,"Comedy,Drama,Romance",98.0,5.2
tt3854286,Munna Mange Memsaab,Comedy,128.0,3.6
tt3854372,The Dust Storm,"Drama,Musical,Romance",96.0,5.8
tt3854488,Oak & Scott: Pausing at High Speed,"Documentary,History",30.0,6.8
tt3854548,Pencils Down! The 100 Days of the Writers Guild Strike,"Documentary,History,News",86.0,8.5
tt3854562,Star Trek: Horizon,"Action,Adventure,Sci-Fi",102.0,5.8
tt3854574,Gladiadores,"Action,Documentary,Family",94.0,8.2
tt3854690,Cultural Wars,Romance,81.0,8.2
tt3854770,The Final Lesson,Family,105.0,6.7
tt3854802,Les bêtises,Comedy,79.0,5.6
tt3855226,Anywhere Somewhere Nowhere,Drama,129.0,6.4
tt3855240,Clean Hands,"Crime,Drama,Thriller",108.0,6.4
tt3855260,Yurameku,"Fantasy,Mystery,Romance",61.0,1.0
tt3855406,Mighty Raju Rio Calling,Animation,99.0,5.0
tt3855546,Nureyev,Documentary,109.0,6.9
