movie_id,primary_title,genres,runtime_minutes,averagerating
tt1535467,Patiala House,"Drama,Sport",140.0,5.9
tt1535485,The Kindness of Strangers,Drama,,7.9
tt1535491,The Secret Reunion,"Action,Drama",117.0,7.0
tt1535492,The Stool Pigeon,"Action,Drama,Thriller",113.0,6.8
tt1535495,Triple Tap,"Action,Drama,Mystery",118.0,6.3
tt1535566,The Bleeding House,"Drama,Horror,Mystery",86.0,5.2
tt1535568,Douchebag,"Comedy,Drama",81.0,6.1
tt1535569,Dream in American,Drama,88.0,6.5
tt1535606,Universal Squadrons,"Action,Thriller",84.0,4.6
tt1535611,In der Welt habt ihr Angst,Drama,90.0,6.8
tt1535612,The Son of No One,"Action,Crime,Drama",90.0,5.1
tt1535616,The Divide,"Drama,Horror,Sci-Fi",112.0,5.8
tt1535617,The Possession of David O'Reilly,Horror,87.0,4.6
tt1535962,Decisions,"Action,Crime,Drama",89.0,3.6
tt1535970,The Ledge,"Drama,Romance,Thriller",101.0,6.5
tt1535975,Wiener Dog Nationals,"Comedy,Family,Sport",82.0,6.0
tt1536044,Paranormal Activity 2,Horror,91.0,5.7
tt1536048,W.E.,"Drama,History,Romance",119.0,6.3
tt1536051,Five Thirteen,Drama,110.0,4.3
tt1536053,1st Night,"Comedy,Musical,Romance",116.0,5.2
tt1536054,My Family's Secret,"Crime,Mystery,Thriller",87.0,4.2
tt1536082,Hitting the Nuts,Comedy,98.0,7.0
tt1536125,Walker Percy: A Documentary Film,Documentary,60.0,7.6
tt1536374,Hide Away,Drama,88.0,5.7
tt1536408,Anda Union,Music,90.0,7.6
tt1536410,Faces in the Crowd,"Crime,Drama,Mystery",103.0,5.8
tt1536420,Hometown Glory,"Action,Biography,Documentary",65.0,7.1
tt1536421,I Am Nancy,"Documentary,Horror",71.0,6.8
tt1536437,Rushlights,"Crime,Drama,Romance",98.0,5.9
tt1536439,Broken Blood,"Drama,Thriller",82.0,7.3
tt1536440,Stuck Between Stations,"Comedy,Drama,Romance",85.0,6.3
tt1536445,Technicolour Llama,"Adventure,Comedy,Family",98.0,6.9
tt1536458,The Desert of Forbidden Art,"Adventure,Biography,Documentary",80.0,7.7
tt1536536,The Boy She Met Online,Thriller,89.0,4.5
tt1536537,What Happened to Monday,"Action,Crime,Drama",123.0,6.9
tt1537043,The Professional Idiot,"Comedy,Drama",100.0,8.4
tt1537184,Amaneceres oxidados,"Comedy,Drama",105.0,6.5
tt1537280,Forge,"Drama,Family,Sci-Fi",87.0,6.4
tt1537302,Angel Camouflaged,"Drama,Music",116.0,5.5
tt1537314,The Flying Machine,"Adventure,Animation,Family",85.0,4.9
tt1537321,The Middle Men,"Biography,Documentary",70.0,6.6
tt1537364,A Journey in My Mother's Footsteps,"Biography,Documentary,Drama",77.0,7.7
tt1537381,American Road,"Documentary,History",108.0,9.1
tt1537382,Americatown,"Adventure,Comedy",77.0,7.0
tt1537385,Annabelle & Bear,Drama,100.0,8.0
tt1537392,Armless,Comedy,82.0,5.2
tt1537401,Leap Year,"Drama,Romance",94.0,5.9
tt1537424,Bummer Summer,Drama,78.0,7.0
tt1537440,Contractor's Routine,"Drama,Thriller",91.0,7.6
tt1537485,The Practice of the Wild,Documentary,53.0,7.7
tt1537722,Beyond Limits,Documentary,45.0,6.5
tt1537770,Framily,Drama,96.0,6.4
tt1537850,Life is an Art,"Crime,Mystery,Thriller",110.0,4.7
tt1537891,Rina,"Comedy,Drama,Romance",105.0,5.8
tt1538221,Angel & Tony,Drama,83.0,6.6
tt1538403,The Mortal Instruments: City of Bones,"Action,Fantasy,Horror",130.0,5.9
tt1538404,The Museum of Wonders,"Drama,Fantasy,Horror",99.0,4.5
tt1538545,Zot van A.,"Comedy,Romance",120.0,5.8
tt1538819,Dragon Trap,"Action,Crime,Thriller",105.0,6.5
tt1538833,Make Believe,Documentary,88.0,7.2
tt1538854,Milkweed,Drama,90.0,6.0
tt1538885,My Sexuality: A Sensory Experience,"Comedy,Documentary",84.0,9.3
tt1538927,Open,"Drama,Romance",88.0,5.3
tt1538988,Retratos en un mar de mentiras,Drama,91.0,7.1
tt1539017,Seducing Charlie Barker,Comedy,89.0,6.4
tt1539042,Slackistan,Drama,85.0,5.5
tt1539086,Vesku from Finland,"Biography,Documentary,Music",102.0,6.8
tt1539146,Panamericana - Life at the Longest Road on Earth,Documentary,99.0,6.3
tt1539288,For Once in My Life,"Documentary,Drama,Music",94.0,8.9
tt1539302,Inversão,Drama,91.0,4.7
tt1539325,Truth About Men,"Comedy,Drama,Romance",91.0,6.7
tt1539489,A Fierce Green Fire,Documentary,101.0,6.7
tt1539491,Bale Pandiya,Comedy,137.0,5.6
tt1539991,Finding Kind,Documentary,77.0,7.7
tt1539993,Hated,Drama,91.0,7.8
tt1540005,Cloned: The Recreator Chronicles,"Sci-Fi,Thriller",90.0,4.3
tt1540011,Blair Witch,"Horror,Mystery,Thriller",89.0,5.0
tt1540014,The Return of Joe Rich,"Comedy,Drama",95.0,4.0
tt1540068,The Sun Behind the Clouds: Tibet's Struggle for Freedom,"Biography,Documentary,History",79.0,6.6
tt1540074,There Once was an Island: Te Henua e Nnoho,Documentary,80.0,7.9
tt1540084,Treasure of the Black Jaguar,"Action,Adventure",102.0,5.9
tt1540093,Wanderlost,"Adventure,Fantasy,Horror",90.0,5.0
tt1540115,Coal Rush,Documentary,90.0,6.8
tt1540116,Confined,"Drama,Mystery,Thriller",90.0,5.4
tt1540120,The Reconstruction of Asa Carter,Documentary,58.0,8.4
tt1540128,Playing for Keeps,"Comedy,Romance,Sport",105.0,5.7
tt1540133,The Guard,"Comedy,Crime,Thriller",96.0,7.3
tt1540138,The Symphony,Drama,92.0,6.5
tt1540151,YERT: Your Environmental Road Trip,Documentary,113.0,8.4
tt1540400,Bonded by Blood,"Crime,Drama,Thriller",96.0,5.5
tt1540404,"Faith, Fraud, & Minimum Wage","Comedy,Drama",98.0,5.8
tt1540418,Hold on Loosely,"Action,Comedy,Crime",80.0,4.4
tt1540449,Slow Moe,Family,89.0,5.6
tt1540733,A Good Day to Die,"Biography,Documentary,History",90.0,8.0
tt1540741,A Single Shot,"Crime,Drama,Thriller",116.0,5.8
tt1540761,Amphibious Creature of the Deep,"Action,Adventure,Comedy",83.0,3.6
tt1540767,Apartment 1303 3D,Horror,85.0,2.6
tt1540790,Birth of Separation,"Drama,Horror,Romance",105.0,4.4
tt1540803,Brother's Justice,Comedy,80.0,4.6
tt1540814,Casino Jack and the United States of Money,Documentary,118.0,7.1
tt1540816,When China Met Africa,"Adventure,Documentary,Family",90.0,6.3
tt1540848,Death Do Us Part,"Comedy,Crime,Drama",70.0,5.0
tt1540868,El Medico: The Cubaton Story,"Documentary,Drama,Family",85.0,6.6
tt1540931,How to Cheat,Drama,87.0,5.9
tt1540933,How to Grow a Band,"Documentary,Music",89.0,6.9
tt1540978,Louder Than a Bomb,Documentary,99.0,7.5
tt1540995,The Horror Pages,Horror,95.0,7.2
tt1540996,The Insatiable Moon,Drama,101.0,6.6
tt1541006,iThemba,Documentary,72.0,6.3
tt1541074,Taste of Fear,"Action,Thriller",80.0,5.6
tt1541110,The Final Girl,Drama,80.0,3.6
tt1541123,Astronaut: The Last Push,"Drama,Sci-Fi",85.0,5.4
tt1541134,The Minutemen Movie,"Documentary,Drama,History",80.0,7.6
tt1541149,Albatross,Drama,90.0,6.4
tt1541153,Radio Unnameable,Documentary,87.0,7.2
tt1541160,Flypaper,"Comedy,Crime,Mystery",87.0,6.4
tt1541610,Amazon Falls,Drama,90.0,6.1
tt1541613,Lost Songs of Anatolia,"Documentary,Music",96.0,7.9
tt1541654,Cangleska Wakan,Documentary,53.0,8.3
tt1541666,Circo,Documentary,75.0,7.1
tt1541699,Deleted Scenes,"Drama,Romance",89.0,4.3
tt1541705,Des...,Drama,70.0,6.7
tt1541720,Druciki,Comedy,61.0,5.3
tt1541744,Fiberglass and Megapixels,Documentary,48.0,8.0
tt1541788,10 Mountains 10 Years,Documentary,,7.3
tt1541814,Blue Door,Thriller,88.0,8.2
tt1541873,Lost in the Crowd,,75.0,6.7
tt1541874,Love,"Drama,Music,Sci-Fi",84.0,5.6
tt1541881,Terrestrials,"Documentary,History,Sci-Fi",83.0,6.8
tt1541931,The Untitled Work of Paul Shepard,"Comedy,Romance",104.0,6.3
tt1541943,To Catch a Dollar: Muhammad Yunus Banks on America,"Biography,Documentary,Drama",74.0,7.9
tt1541968,Il corridore,Documentary,52.0,7.9
tt1541995,Snow Flower and the Secret Fan,"Drama,History",104.0,6.1
tt1542045,S.O.S/State of Security,"Documentary,Thriller",90.0,7.6
tt1542344,127 Hours,"Adventure,Biography,Drama",94.0,7.6
tt1542391,Beats of Freedom,"Documentary,Music",73.0,7.1
tt1542452,At the Very Bottom of Everything,Drama,84.0,6.1
tt1542475,Penelope's Journey,Drama,84.0,3.8
tt1542482,Late Autumn,Drama,116.0,6.8
tt1542484,4 Wedding Planners,Comedy,77.0,3.6
tt1542485,Sunset Strip,Documentary,96.0,6.8
tt1542486,Treacle Jr.,Drama,82.0,6.9
tt1542488,Video Girl,Drama,95.0,5.6
tt1542768,True Memoirs of an International Assassin,"Action,Comedy,Crime",98.0,5.9
tt1542840,Villain,"Crime,Drama,Romance",139.0,7.2
tt1542852,Carancho,"Crime,Drama,Romance",107.0,6.9
tt1542892,Looking Up at the Half-Moon,Drama,112.0,6.6
tt1542945,Saibanchou! Koko wa choueki 4-nen de dousuka,Comedy,,6.1
tt1543004,The Last Employee,Horror,88.0,6.2
tt1543017,Hier kommt Lola,"Comedy,Drama,Family",96.0,6.0
tt1543029,Mama Africa,"Biography,Documentary,Music",90.0,6.9
tt1543037,Plans for Tomorrow,Drama,96.0,6.6
tt1543055,The Unknown Woman,"Documentary,War",80.0,6.6
tt1543252,Die Superbullen - Sie kennen keine Gnade,Comedy,85.0,3.9
tt1543256,Ispansi!,"Drama,History,Romance",,6.0
tt1543268,Zu zweit,Drama,70.0,6.4
tt1543284,Mahanagar@Kolkata,Drama,96.0,6.6
tt1543303,Die Haushaltshilfe,,60.0,9.2
tt1543459,War Games,"Action,Horror,Thriller",93.0,4.5
tt1543511,Mister Rogers & Me,Documentary,79.0,7.4
tt1543566,New Year,"Comedy,Drama,Romance",77.0,5.7
tt1543597,Off World,Drama,76.0,5.6
tt1543652,Pinching Penny,Crime,104.0,5.0
tt1543667,Polack,"Comedy,Documentary,History",75.0,6.6
tt1543669,Political Animals,Drama,102.0,8.1
tt1543701,Street Days,Drama,89.0,7.8
tt1543739,Rent a Car,Comedy,105.0,1.8
tt1543752,Blood Junkie,"Adventure,Comedy,Horror",72.0,5.6
tt1543765,Rouge ciel,"Biography,Documentary",93.0,8.4
tt1543800,Sergej in der Urne,"Biography,Documentary,Family",105.0,6.6
tt1543807,Shadows of Liberty,Documentary,93.0,7.9
tt1543883,Standing Army,"Documentary,War",75.0,7.6
tt1543895,Streetball,"Documentary,Drama,History",78.0,7.1
tt1544551,Hero Man,Comedy,100.0,6.2
tt1544565,Kuru: The Science and the Sorcery,Documentary,52.0,8.3
tt1544577,Bucksville,"Drama,Thriller",105.0,5.1
tt1544578,Chop,"Comedy,Horror,Thriller",98.0,5.7
tt1544579,Black Sunshine: Conversations with T.F. Mou,"Biography,Documentary,History",95.0,8.2
tt1544581,Crossed the Line,"Action,Crime,Drama",92.0,8.3
tt1544589,One Came Home,Drama,90.0,8.0
tt1544590,In Our Name,Drama,93.0,6.2
tt1544592,Beyond the Road,"Drama,Romance",85.0,6.8
tt1544600,The Grace Card,Drama,101.0,6.6
tt1544601,Un altro mondo,Drama,110.0,6.4
tt1544608,Voice from the Stone,"Drama,Mystery,Thriller",94.0,5.2
tt1545002,Advise & Dissent,"Documentary,Drama,History",87.0,8.2
tt1545021,Bear Nation,"Documentary,Romance",82.0,6.3
tt1545026,Beyond the Chair,"Adventure,Documentary,Drama",91.0,7.8
tt1545027,Beyond the Wall,"Documentary,History",91.0,7.0
tt1545043,Consumption,"Action,Drama,Horror",90.0,7.1
tt1545056,Desert Rain,"Comedy,Drama,Western",80.0,4.7
tt1545077,I Heart Doomsday,"Comedy,Romance,Sci-Fi",85.0,6.1
tt1545098,Kenny Chesney: Summer in 3D,"Documentary,Music",99.0,8.0
tt1545099,My American Nurse 2,Comedy,99.0,7.6
tt1545103,Rush: Beyond the Lighted Stage,"Biography,Documentary,Music",107.0,8.5
tt1545106,Vamps,"Comedy,Horror,Romance",92.0,5.2
tt1545295,3 Mile Limit,"Adventure,Drama,Music",105.0,7.2
tt1545308,Kadhal 2 Kalyanam,Comedy,,5.9
tt1545315,Needle,"Horror,Mystery,Thriller",90.0,4.9
tt1545319,Freddy Frogface,"Animation,Comedy,Family",78.0,5.1
tt1545328,Stand Off,"Comedy,Crime,Drama",89.0,5.6
tt1545464,Restless City,"Drama,Music",80.0,5.9
tt1545473,The Beast,"Documentary,Drama",77.0,7.3
tt1545489,The Flight of the Swan,Drama,94.0,4.9
tt1545490,The Heart: Final Pulse,Horror,90.0,4.9
tt1545503,The Pizza Delivery Massacre,"Comedy,Horror",90.0,3.8
tt1545660,Knights of Badassdom,"Action,Adventure,Comedy",86.0,5.7
tt1545677,His Mother's Eyes,Drama,105.0,6.1
tt1545754,Are You Here,"Comedy,Drama",114.0,5.3
tt1545759,Point Blank,"Action,Crime,Drama",81.0,6.8
tt1545979,"1,778 Stories of Me and My Wife",Drama,139.0,7.1
tt1545985,The Coming Days,"Drama,Sci-Fi",125.0,6.4
tt1546022,Solokind,Drama,,4.5
tt1546032,The Beginner,,95.0,7.6
tt1546036,The Drawn Together Movie!,"Animation,Comedy,Mystery",70.0,6.2
tt1546379,Chilla,Drama,88.0,6.1
tt1546381,Color Me Obsessed: A Film About The Replacements,"Documentary,Music",123.0,7.1
tt1546401,Ironhorse,"Fantasy,Horror,Musical",83.0,5.1
tt1546402,Johnny Be Gone,"Drama,Romance,Sci-Fi",45.0,7.6
tt1546420,The Kane Files: Life of Trial,Action,86.0,5.8
tt1546421,The Slut,Drama,87.0,4.4
tt1546649,Book Girl,"Animation,Comedy,Fantasy",101.0,6.2
tt1546790,Casualties of the State,"Action,Crime,Drama",90.0,8.2
tt1546985,Heaven and Earth and Joe Davis,"Biography,Documentary",90.0,7.2
tt1546987,Henry,Drama,45.0,7.3
tt1546992,Im Bazar der Geschlechter,Documentary,85.0,7.1
tt1547032,Wright Street,"Drama,Mystery",120.0,7.0
tt1547050,Up&Down,"Comedy,Romance",90.0,6.5
tt1547084,The Squad,"Horror,Thriller",108.0,5.3
tt1547089,A Yakuza's Daughter Never Cries,Comedy,81.0,5.1
tt1547090,Without Men,Comedy,87.0,3.3
tt1547230,Judy Moody and the Not Bummer Summer,"Comedy,Family",91.0,4.3
tt1547234,Premium Rush,"Action,Crime,Thriller",91.0,6.5
tt1547631,Trick the Movie: Psychic Battle Royale,Mystery,119.0,6.1
tt1547891,Martha,Drama,76.0,7.0
tt1548001,Smoked,"Action,Comedy,Crime",98.0,5.1
tt1548021,Swine,"Action,Sci-Fi,Western",90.0,6.8
tt1548303,To Be Heard,Documentary,,7.8
tt1548544,Cameraman,"Crime,Thriller",,8.2
tt1548559,Unlikely Revolutionaries,"Comedy,Crime",102.0,6.1
tt1548597,The Woman of My Life,"Comedy,Drama",,5.7
tt1548599,La voz de los silenciados,,80.0,7.7
tt1548603,Jo's Boy,"Comedy,Drama",97.0,5.8
tt1548629,Sebbe,Drama,79.0,6.5
tt1548635,Siren,Horror,86.0,3.6
tt1548865,12th & Delaware,"Documentary,Drama",81.0,7.5
tt1548899,Babylon Central,Drama,100.0,4.8
tt1548909,Blood Kisses,"Drama,Horror,Mystery",72.0,3.8
tt1548926,Chase the Slut,Comedy,94.0,6.8
tt1548927,Chasing the Dream,"Documentary,Drama,Reality-TV",43.0,7.2
tt1548982,Going Vertical: The Shortboard Revolution,"Documentary,Sport",87.0,7.1
tt1548991,Her Wilderness,"Drama,Mystery",65.0,6.9
tt1549013,The Burn,"Documentary,Drama",65.0,6.2
tt1549023,Power and Control: Domestic Violence in America,Documentary,51.0,7.7
tt1549050,The Builder,Drama,94.0,6.1
tt1549571,Pure Country 2: The Gift,"Drama,Music,Musical",112.0,5.1
tt1549572,Another Earth,"Drama,Romance,Sci-Fi",92.0,7.0
tt1549584,I Didn't Come Here to Die,"Comedy,Horror",80.0,5.3
tt1549589,Elles,Drama,99.0,5.6
tt1549779,Embargo,"Comedy,Drama",80.0,5.5
tt1549862,La llegenda de l'innombrable,Comedy,,7.1
tt1549920,The Last Stand,"Action,Thriller",107.0,6.4
tt1550312,Café de Flore,"Drama,Romance",120.0,7.4
tt1550481,"Flamenco, Flamenco","Documentary,Music",97.0,7.3
tt1550524,White Irish Drinkers,Drama,109.0,6.8
tt1550557,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie","Biography,Documentary",100.0,6.2
tt1550623,Sweet Science,"Action,Documentary,Sport",118.0,9.2
tt1550643,The Forgotten Jewel,Action,90.0,5.6
tt1550901,Nominated,Comedy,,6.9
tt1550902,The Last Rites of Joe May,Drama,107.0,7.0
tt1550903,The Little Death,Drama,75.0,6.0
tt1551615,Changing Hands,"Action,Drama,Thriller",99.0,6.8
tt1551620,Hidalgo - La historia jamás contada.,"Biography,Drama,History",115.0,6.6
tt1551630,Pawn,"Action,Crime,Mystery",88.0,5.7
tt1551633,Rooted in Peace,Documentary,88.0,6.6
tt1551641,Winnie Mandela,"Biography,Drama,History",104.0,6.0
tt1552016,Adelle,Horror,90.0,5.5
tt1552034,Grim,"Action,Drama,Thriller",96.0,4.7
tt1552173,Freak Dance,"Comedy,Musical",90.0,4.7
tt1552184,Honeymooner,Comedy,74.0,5.6
tt1552189,Camera Obscura,Horror,99.0,7.6
tt1552192,Deadrise,Drama,95.0,3.6
tt1552214,The Selling,Comedy,92.0,6.2
tt1552221,Ecstasy,"Drama,Thriller",96.0,4.3
tt1552224,Outcast,"Action,Adventure,Drama",99.0,4.6
tt1552423,Jack the Reaper,Horror,88.0,3.5
tt1552984,Abacus and Sword,Drama,129.0,6.4
tt1553199,Poe,"Crime,Drama,Horror",105.0,3.2
tt1553238,Red Ice,"Horror,Thriller",90.0,5.0
tt1553290,Scumbabies,Musical,88.0,6.4
tt1553301,"Sex Magic, Manifesting Maya",Documentary,77.0,5.0
tt1553312,Sidewalk,Documentary,74.0,6.6
tt1553659,Breath,"Drama,Sport",115.0,6.8
tt1553689,Street Kids United,"Documentary,Sport",,6.2
tt1553935,Tomme tønner,"Comedy,Crime",87.0,5.6
tt1554082,Flag of My Father,"Drama,War",90.0,7.3
tt1554086,I Won't Go,Documentary,48.0,7.7
tt1554088,Daisy Bates: First Lady of Little Rock,Documentary,54.0,6.7
tt1554091,A Better Life,"Drama,Romance",98.0,7.2
tt1554414,The Dish & the Spoon,"Comedy,Drama,Romance",92.0,5.8
tt1554426,Six Shooters,"Action,Adventure,Drama",100.0,5.9
tt1554514,Forever,"Comedy,Romance",89.0,5.4
tt1554522,Saigo no Chûshingura,Drama,133.0,7.3
tt1554523,Under the Hawthorn Tree,"Drama,Romance",114.0,7.1
tt1554549,Blood Effects,"Comedy,Horror",82.0,4.8
tt1554921,Born of War,"Action,Drama,Thriller",109.0,4.4
tt1554929,Cure: The Life of Another,"Drama,Mystery,Thriller",83.0,5.7
tt1554958,Frank & Jerry,Comedy,100.0,8.6
tt1554968,Garage Dwellers,Drama,96.0,5.7
tt1554970,Garo the Movie: Red Requiem,"Action,Fantasy",97.0,5.7
tt1555024,Airiseu: Deo mubi,"Action,Adventure,Drama",125.0,6.3
tt1555056,Living Downstream,Documentary,85.0,6.8
tt1555058,Collaborator,"Comedy,Drama,Thriller",87.0,6.1
tt1555064,Country Strong,"Drama,Music",117.0,6.3
tt1555069,Mary Queen of Scots,"Biography,Drama,History",119.0,5.5
tt1555074,Mark of the Beast,Horror,70.0,5.3
tt1555077,Snow in Hell,Drama,95.0,6.6
tt1555084,Land of Oblivion,Drama,108.0,6.4
tt1555093,The Seasoning House,"Drama,Horror,Thriller",90.0,6.1
tt1555095,The Burningmoore Incident,"Horror,Thriller",86.0,5.0
tt1555110,The Gundown,Western,97.0,4.5
tt1555149,Elite Squad: The Enemy Within,"Action,Crime,Drama",115.0,8.0
tt1555153,Up the Aisle,Comedy,96.0,7.5
tt1555156,The Vigilante,"Action,Drama",88.0,2.4
tt1555187,Campamento Flipy,Comedy,,2.0
tt1555209,Snap,Drama,83.0,6.7
tt1555212,The Accidental Death of Joey by Sue,"Comedy,Drama,Romance",88.0,7.4
tt1555218,Wetlands,Drama,111.0,6.9
tt1555440,Girltrash: All Night Long,"Comedy,Crime,Drama",86.0,6.4
tt1555747,Fubar: Balls to the Wall,Comedy,85.0,6.7
tt1555814,Grace,"Crime,Drama,Horror",98.0,6.5
tt1555832,La vita è una cosa meravigliosa,Comedy,103.0,5.1
tt1555835,Let God Be the Judge,Drama,73.0,3.9
tt1555864,Un giorno della vita,Drama,85.0,6.2
tt1555942,The Rebellion of Red Maria,"Crime,Drama",95.0,5.2
tt1556143,Disney High School Musical: China,Musical,94.0,5.6
tt1556176,"Perfect Education: Maid, for You",Drama,100.0,6.0
tt1556186,Marginais,"Drama,Musical,Romance",75.0,4.0
tt1556190,Nostalgia for the Light,Documentary,90.0,7.6
tt1556193,O Barão,"Drama,Horror,Mystery",105.0,6.4
tt1556220,Shibuya,Drama,,5.8
tt1556243,The Hypnotist,"Crime,Drama,Thriller",122.0,5.6
tt1556690,Day Is Done,Documentary,111.0,7.2
tt1557148,Apaporis: In Search of One River,"Biography,Documentary",72.0,7.8
tt1557163,Bleed,Comedy,,8.0
tt1557596,Stones in the Sun,Drama,95.0,7.5
tt1557629,Max Kennedy and the American Dream,"Documentary,Drama",76.0,5.2
tt1557720,My Perestroika,"Biography,Documentary,Family",88.0,7.2
tt1557769,The Locksmith,"Biography,Comedy,Crime",88.0,5.5
tt1557786,Dopo quella notte,Drama,,4.0
tt1557843,Purge,"Drama,Sci-Fi",80.0,1.4
tt1557860,Ryabinovyy vals,"Drama,History,War",98.0,7.0
tt1558152,Fear of a Black Republican,"Documentary,History",111.0,6.5
tt1558246,7 Lives,"Fantasy,Thriller",100.0,3.6
tt1558249,Do Not Disturb,Comedy,69.0,5.9
tt1558250,GasLand,Documentary,107.0,7.7
tt1558255,Rat Rod Rockers!,Crime,83.0,8.7
tt1558256,Deadly Renovations,"Horror,Thriller",85.0,2.9
tt1558258,The Arcadian,Sci-Fi,,4.8
tt1558259,Simple Creature,"Sci-Fi,Thriller",92.0,4.0
tt1558578,Knock Out,"Action,Crime,Drama",117.0,6.0
tt1558579,Notes from the New World,"Action,Crime,Drama",99.0,8.1
tt1558741,Comme les cinq doigts de la main,"Action,Drama,Thriller",116.0,5.1
tt1558856,Rock It!,"Comedy,Family,Musical",93.0,4.6
tt1558952,Freedom Riders,"Documentary,History",117.0,8.2
tt1558959,High School Gig,Drama,86.0,7.2
tt1558985,The Clearing,,,5.0
tt1559017,Vehemence,"Drama,Romance,Thriller",125.0,5.7
tt1559027,D'Agostino,"Drama,Sci-Fi",124.0,4.3
tt1559033,Prowl,Horror,84.0,4.6
tt1559035,Festival of Lights,Drama,120.0,7.5
tt1559036,The Motel Life,"Animation,Drama,Mystery",85.0,6.0
tt1559038,GLOW: The Story of the Gorgeous Ladies of Wrestling,Documentary,76.0,7.3
tt1559040,Angels Crest,Drama,92.0,5.8
tt1559547,Beautiful Creatures,"Drama,Fantasy,Romance",124.0,6.2
tt1559549,Restrepo,"Documentary,War",93.0,7.5
tt1560139,Boy,"Comedy,Drama",87.0,7.5
tt1560170,Russian Lessons,Documentary,110.0,7.9
tt1560182,The Animal I've Become,"Action,Adventure,Drama",76.0,5.7
tt1560210,To Fly,Drama,81.0,7.4
tt1560479,Deadtime,"Horror,Thriller",97.0,2.2
tt1560609,11/4/08,"Documentary,History",70.0,4.8
tt1560618,The Attempt Dossier,"Drama,History,War",120.0,6.1
tt1560641,Heaven's Mirror: A Portuguese Voyage,Documentary,76.0,6.6
tt1560671,False Trail,"Mystery,Thriller",129.0,6.5
tt1560702,The Death of Socrates,"Biography,Drama,History",84.0,4.6
tt1560720,The New Year,"Comedy,Drama",96.0,6.4
tt1560747,The Master,Drama,138.0,7.1
tt1560765,Atom the Amazing Zombie Killer,"Comedy,Horror",80.0,4.6
tt1560766,Finding Virginia,Drama,,7.6
tt1560767,Diary of an Ex-Child Star,"Drama,Family",92.0,6.9
tt1560776,Oddsac,Music,54.0,7.2
tt1560780,Run to Ground,"Drama,Thriller",107.0,7.8
tt1560949,Chhevan Dariya (The Sixth River),"Drama,Musical",,5.7
tt1560951,Devils Inside,Drama,90.0,8.5
tt1560953,Gaze,Documentary,60.0,6.8
tt1560954,Gun,"Action,Crime,Thriller",82.0,3.8
tt1560957,I Want Your Money,Documentary,92.0,5.1
tt1560959,Irwin & Fran,Biography,83.0,6.9
tt1560962,Killed on the Fourth of July,Horror,,6.0
tt1560969,Love Etc.,"Documentary,Romance",94.0,5.9
tt1560970,Neds,Drama,124.0,7.0
tt1560974,One Last Sunset,Horror,43.0,5.8
tt1560975,Peep Game,Drama,,8.7
tt1560976,Pelt,"Comedy,Horror",87.0,3.7
tt1560977,Revan,Drama,,6.1
tt1560978,Rogue River,"Horror,Thriller",81.0,4.3
tt1560979,Sakurada Gate Incident,History,137.0,6.1
tt1560983,How the Fire Fell,Drama,91.0,7.8
tt1560985,The Devil Inside,Horror,83.0,4.2
tt1560987,The Trouble with Terkel,"Animation,Comedy,Drama",87.0,7.1
tt1560988,Theft by Deception,"Action,Crime,Drama",50.0,8.2
tt1560989,Watashi no yasashikunai senpai,"Drama,Romance",102.0,3.8
tt1560993,"L'amour, c'est mieux à deux","Comedy,Romance",100.0,5.8
tt1561329,A Surprise in Texas,"Documentary,Music,Musical",90.0,8.2
tt1561361,"Bang, Bang! An American Horror Movie",Thriller,50.0,4.5
tt1561388,Burn Out the Day,"Comedy,Drama,Romance",88.0,4.5
tt1561398,Casablanca Mon Amour,"Adventure,Drama",,6.5
tt1561402,Chaiqian,Documentary,62.0,6.4
tt1561406,Chosin,"Documentary,History,War",86.0,8.3
tt1561409,Clerk,"Drama,Mystery",82.0,6.2
tt1561451,Divine Pig,"Documentary,Drama",60.0,7.3
tt1561479,Eyes in the Dark,"Horror,Sci-Fi,Thriller",78.0,4.4
tt1561759,10Terrorists,Comedy,94.0,5.2
tt1561768,Essential Killing,"Thriller,War",83.0,6.1
tt1562275,Box: Hakamada jiken - inochi towa,Drama,117.0,6.8
tt1562295,Ed Gein: The Musical,"Comedy,Horror,Musical",92.0,7.0
tt1562347,Kick in Iran,Documentary,82.0,7.6
tt1562366,Marathon,Drama,90.0,6.5
tt1562401,'This Is Not an American Movie',"Action,Comedy,Crime",86.0,5.5
tt1562409,Prodigal,Drama,90.0,7.5
tt1562450,Stonewall Uprising,"Documentary,History",80.0,7.2
tt1562557,Mr. Sophistication,Drama,,7.4
tt1562563,Jerusalem Countdown,Thriller,85.0,4.1
tt1562567,Bloodwork,"Horror,Sci-Fi,Thriller",96.0,5.2
tt1562568,Higher Ground,Drama,109.0,6.3
tt1562847,Amigo,"Drama,War",124.0,5.9
tt1562848,45 Minutes to Ramallah,Comedy,86.0,5.6
tt1562849,Division III: Football's Finest,"Comedy,Romance,Sport",98.0,5.6
tt1562859,Golmaal 3,"Action,Comedy",155.0,5.4
tt1562867,Nanase: The Psychic Wanderers,"Sci-Fi,Thriller",,4.6
tt1562871,Ra.One,"Action,Adventure,Sci-Fi",156.0,4.8
tt1562872,Zindagi Na Milegi Dobara,"Comedy,Drama",155.0,8.1
tt1562873,Suave patria,"Comedy,Crime",92.0,4.9
